blob,exports,arch,bits,endian,machine,osabi,has_sensor_open_lib,has_eeprom_open_lib,has_actuator_open_lib,deps
libjnihelper.so,58,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libqmiservices.so;libqmi_cci.so;libcacertclient.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libjpegdhw.so,35,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libjpegdmahw.so,41,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libjpegehw.so,63,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
liblbs_core.so,149,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libutils.so;libcutils.so;libizat_core.so;libloc_core.so;libgps.utils.so;libcrypto.so;libsqlite.so;libloc_api_v02.so;libmdmdetect.so;libperipheral_client.so;libpdmapper.so;libc++.so;libc.so;libm.so;libdl.so;16 libraries
libldnhncr.so,7,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libc++.so;libdl.so;libc.so;libm.so;6 libraries
liblearningmodule.so,105,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libc.so;libcutils.so;libutils.so;libtinyxml2.so;libsqlite.so;libperfgluelayer.so;libperfconfig.so;libc++.so;libm.so;libdl.so;11 libraries
libllvd_smore.so,11,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libseemore.so;libc++.so;libc.so;libm.so;6 libraries
libllvm-glnext.so,52,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libgsl.so;libc++.so;libc.so;libm.so;libdl.so;5 libraries
libllvm-qcom.so,52,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libc.so;libm.so;libdl.so;4 libraries
libloc_api_v02.so,180,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;libqmi_cci.so;libqmi_common_so.so;libloc_core.so;libgps.utils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
libloc_socket.so,5,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libgps.utils.so;libqsocket.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
liblocationservice.so,852,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libloc_core.so;libgps.utils.so;liblbs_core.so;libdataitems.so;liblowi_client.so;libizat_core.so;liblocation_api.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
liblocationservice_glue.so,66,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblocationservice.so;libcutils.so;liblog.so;libloc_core.so;libgps.utils.so;libhardware_legacy.so;liblbs_core.so;libdataitems.so;liblocation_api.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so;14 libraries
liblowi_client.so,818,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libutils.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
liblqe.so,37,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libdiag.so;libdsutils.so;libcutils.so;libqmiservices.so;libqmi_cci.so;libqmi_common_so.so;libqmi_client_helper.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
libmdmdetect.so,15,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libmeters-ns.so,117,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;liblearningmodule.so;libqti-perfd-client.so;libqti-perfd.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
libmeters.so,10,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libc.so;libcutils.so;liblearningmodule.so;libc++.so;libm.so;libdl.so;7 libraries
libminksocket.so,45,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libqrtr.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libmisoundfx.so,78,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so;7 libraries
libmmcamera2_c2d_module.so,78,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libdl.so;libmmcamera2_pp_buf_mgr.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera2_cpp_module.so,348,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera2_pp_buf_mgr.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera2_dcrf.so,289,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;liblog.so;libdl.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera2_frame_algorithm.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmcamera_dbg.so;libdl.so;libcutils.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera2_iface_modules.so,305,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libmmcamera2_mct.so;libmmcamera2_isp_modules.so;libdl.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;9 libraries
libmmcamera2_imglib_modules.so,378,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libmmcamera2_mct.so;libmmcamera_imglib.so;libmmcamera_dbg.so;libdl.so;libc++.so;libc.so;libm.so;9 libraries
libmmcamera2_is.so,151,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera2_isp_modules.so,308,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera2_mct.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera2_mct.so,212,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;liblog.so;libcutils.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera2_mct_shimlayer.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libmmcamera2_mct.so;libmmcamera2_stats_modules.so;libmmcamera2_iface_modules.so;libmmcamera2_isp_modules.so;libmmcamera2_sensor_modules.so;libmmcamera2_pproc_modules.so;libmmcamera2_imglib_modules.so;libmmcamera_thread_services.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;14 libraries
libmmcamera2_pp_buf_mgr.so,26,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera2_pproc_modules.so,20,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libmmcamera2_cpp_module.so;libmmcamera2_mct.so;libdl.so;libmmcamera2_imglib_modules.so;libmmcamera_ppbase_module.so;libmmcamera_eztune_module.so;libmmcamera2_c2d_module.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;13 libraries
libmmcamera2_q3a_core.so,493,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera2_stats_algorithm.so;libmmcamera2_is.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera2_sensor_modules.so,494,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera2_mct.so;libz.so;libxml2.so;libmmcamera_dbg.so;libmmcamera_pdaf.so;libmmcamera_pdafcamif.so;libc++.so;libc.so;libm.so;11 libraries
libmmcamera2_stats_algorithm.so,39,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera2_stats_modules.so,426,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera2_mct.so;libmmcamera2_is.so;libmmcamera2_stats_algorithm.so;libui.so;libwui.so;libshims_android.so;libutils.so;libmmcamera_dbg.so;libsensor1.so;libc++.so;libc.so;libm.so;14 libraries
libmmcamera_cac3_lib.so,235,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libOpenCL.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera_chromaflash_lib.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libchromaflash.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_dbg.so,54,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libc++.so;libc.so;libm.so;5 libraries
libmmcamera_dcrf_lib.so,40,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmcamera2_dcrf.so;libmmcamera_dbg.so;libdl.so;libutils.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;9 libraries
libmmcamera_dummyalgo.so,11,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libmmcamera_imglib.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera_eeprom_util.so,21,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libc++.so;libdl.so;libc.so;libm.so;6 libraries
libmmcamera_eztune_module.so,26,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libdl.so;libmmcamera2_mct.so;libmmcamera_ppbase_module.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera_facedetection_lib.so,35,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_faceproc.so,814,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libdl.so;libc.so;libm.so;4 libraries
libmmcamera_faceproc2.so,1068,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libc++.so;libdl.so;libc.so;libm.so;4 libraries
libmmcamera_hdr_gb_lib.so,223,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libstdc++.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera_imglib.so,455,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libmmcamera_dbg.so;libfastcvopt.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera_isp_abf40.so,15,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_bcc40.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_be_stats44.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_bf_stats47.so,40,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_bg_stats44.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_bhist_stats44.so,19,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_bpc40.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_chroma_enhan40.so,30,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_chroma_suppress40.so,14,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_clamp_encoder40.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_clamp_video40.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_clamp_viewfinder40.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_color_correct40.so,24,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_color_xform_encoder40.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_color_xform_viewfinder40.so,12,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_cs_stats44.so,19,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_demosaic40.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_demux40.so,20,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_fovcrop_encoder40.so,32,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_fovcrop_viewfinder40.so,32,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_gamma40.so,34,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_ihist_stats44.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_linearization40.so,25,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_ltm44.so,74,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_luma_adaptation40.so,25,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_mce40.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_mesh_rolloff40.so,43,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_rs_stats44.so,22,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_scaler_encoder44.so,37,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_scaler_viewfinder44.so,37,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_sce40.so,26,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_isp_sub_module.so,88,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_isp_template.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_isp_wb40.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_isp_sub_module.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;8 libraries
libmmcamera_llvd.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libllvd_smore.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_optizoom_lib.so,15,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liboptizoom.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_oxygen_imx386_sunny.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,True,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libmmcamera_oxygen_imx386_sunny_eeprom.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera_eeprom_util.so;liblog.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_oxygen_ov12a_ofilm.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,True,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libmmcamera_oxygen_ov12a_ofilm_eeprom.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera_eeprom_util.so;liblog.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_oxygen_ov12a_sunny.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,True,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libmmcamera_oxygen_ov12a_sunny_eeprom.so,8,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera_eeprom_util.so;liblog.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_oxygen_s5k5e8_ofilm.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,True,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libmmcamera_oxygen_s5k5e8_qtech.so,10,arch     arm,bits     16,endian   little,machine  ARM,os       android,True,False,False,[Linked libraries];libcutils.so;libc++.so;libdl.so;libc.so;libm.so;5 libraries
libmmcamera_oxygen_s5k5e8_qtech_eeprom.so,13,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libmmcamera_eeprom_util.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_paaf_lib.so,24,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libmmcamera_dbg.so;libmmcamera2_frame_algorithm.so;libc++.so;libc.so;libm.so;8 libraries
libmmcamera_pdaf.so,173,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_pdafcamif.so,187,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libutils.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_ppbase_module.so,23,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libcutils.so;libmmcamera2_mct.so;libmmcamera_dbg.so;libc++.so;libdl.so;libc.so;libm.so;7 libraries
libmmcamera_ppeiscore.so,53,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libshims_ui.so;libdl.so;libcutils.so;liblog.so;libwui.so;libEGL.so;libGLESv2.so;libhardware.so;libqdMetaData.so;libutils.so;libui.so;libmmcamera_dbg.so;libmmcamera_imglib.so;libc++.so;libc.so;libm.so;16 libraries
libmmcamera_quadracfa.so,18,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;liblog.so;libremosaic_daemon.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_stillmore_lib.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libseemore.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_sw2d_lib.so,17,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmcamera_imglib.so;libmmcamera_dbg.so;libdl.so;libcutils.so;liblog.so;libfastcvopt.so;libc++.so;libc.so;libm.so;9 libraries
libmmcamera_thread_services.so,54,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libutils.so;libcutils.so;libdl.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_tintless_algo.so,15,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libdl.so;libcutils.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;6 libraries
libmmcamera_trueportrait_lib.so,16,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libtrueportrait.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_tuning.so,151,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libmmcamera_tuning_lookup.so;libmmcamera2_mct.so;libmmcamera2_stats_modules.so;libmmcamera2_iface_modules.so;libmmcamera2_isp_modules.so;libmmcamera2_sensor_modules.so;libmmcamera2_pproc_modules.so;libmmcamera2_imglib_modules.so;libmmcamera_eztune_module.so;libmm-qcamera.so;liblog.so;libdl.so;libcutils.so;libfastcvopt.so;libmmcamera_dbg.so;libc++.so;libc.so;libm.so;18 libraries
libmmcamera_tuning_lookup.so,22,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];liblog.so;libdl.so;libcutils.so;libfastcvopt.so;libc++.so;libc.so;libm.so;7 libraries
libmmcamera_ubifocus_lib.so,21,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libubifocus.so;libdl.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;7 libraries
